comments,description,duration,event,film_date,languages,main_speaker,name,num_speaker,published_date,ratings,related_talks,speaker_occupation,tags,title,url,views
76,"In every workplace, there are three basic kinds of people: givers, takers and matchers. Organizational psychologist Adam Grant breaks down these personalities and offers simple strategies to promote a culture of generosity and keep self-serving employees from taking more than their share.",808,TED@IBM,2016-11-15 00:00:00,36,Adam Grant,Adam Grant: Are you a giver or a taker?,1,2017-01-03 15:37:47,"[{'id': 3, 'name': 'Courageous', 'count': 309}, {'id': 8, 'name': 'Informative', 'count': 1399}, {'id': 10, 'name': 'Inspiring', 'count': 1666}, {'id': 24, 'name': 'Persuasive', 'count': 698}, {'id': 1, 'name': 'Beautiful', 'count': 288}, {'id': 22, 'name': 'Fascinating', 'count': 612}, {'id': 9, 'name': 'Ingenious', 'count': 296}, {'id': 7, 'name': 'Funny', 'count': 661}, {'id': 23, 'name': 'Jaw-dropping', 'count': 52}, {'id': 25, 'name': 'OK', 'count': 93}, {'id': 11, 'name': 'Longwinded', 'count': 29}, {'id': 2, 'name': 'Confusing', 'count': 19}, {'id': 21, 'name': 'Unconvincing', 'count': 23}, {'id': 26, 'name': 'Obnoxious', 'count': 17}]","[{'id': 2438, 'hero': 'https://pe.tedcdn.com/images/ted/411294ec58ac1f8767886d8e937e4392beaac0ef_2880x1620.jpg', 'speaker': 'Shonda Rhimes', 'title': 'My year of saying yes to everything', 'duration': 1124, 'slug': 'shonda_rhimes_my_year_of_saying_yes_to_everything', 'viewed_count': 3148427}, {'id': 2474, 'hero': 'https://pe.tedcdn.com/images/ted/da040e08d0870116c46a8cbe63e39dba27289d98_2880x1620.jpg', 'speaker': 'Adam Grant', 'title': 'The surprising habits of original thinkers', 'duration': 925, 'slug': 'adam_grant_the_surprising_habits_of_original_thinkers', 'viewed_count': 6484569}, {'id': 2122, 'hero': 'https://pe.tedcdn.com/images/ted/04e909d23c6e43b3252478007048001f3d49e7eb_2880x1620.jpg', 'speaker': 'Kare Anderson', 'title': 'Be an opportunity maker', 'duration': 586, 'slug': 'kare_anderson_be_an_opportunity_maker', 'viewed_count': 2230505}, {'id': 2283, 'hero': 'https://pe.tedcdn.com/images/ted/7f117aeb440b9bc0868e535ebecf676d04adbd62_2880x1620.jpg', 'speaker': 'Margaret Heffernan', 'title': 'Forget the pecking order at work', 'duration': 947, 'slug': 'margaret_heffernan_why_it_s_time_to_forget_the_pecking_order_at_work', 'viewed_count': 2362770}, {'id': 2580, 'hero': 'https://pe.tedcdn.com/images/ted/56e84ccd9f981a8946553600e1066695dc506baf_2880x1620.jpg', 'speaker': 'Courtney E. Martin', 'title': 'The new American Dream', 'duration': 932, 'slug': 'courtney_martin_the_new_american_dream', 'viewed_count': 1404993}, {'id': 2341, 'hero': 'https://pe.tedcdn.com/images/ted/11e3541d75d4afba6badc2c3c058b8cb4bfe5863_2880x1620.jpg', 'speaker': 'Emilie Wapnick', 'title': ""Why some of us don't have one true calling"", 'duration': 746, 'slug': 'emilie_wapnick_why_some_of_us_don_t_have_one_true_calling', 'viewed_count': 4456375}]",Organizational psychologist,"['anthropology', 'behavioral economics', 'business', 'collaboration', 'community', 'leadership', 'motivation', 'personal growth', 'personality', 'psychology', 'self', 'society', 'work']",Are you a giver or a taker?,"https://www.ted.com/talks/adam_grant_are_you_a_giver_or_a_taker
",3535736
92,"Today nine nations collectively control more than 15,000 nuclear weapons, each hundreds of times more powerful than those dropped on Hiroshima and Nagasaki. We don't need more nuclear weapons; we need a new generation to face the unfinished challenge of disarmament started decades ago. Nuclear reformer Erika Gregory calls on today's rising leaders -- those born in a time without Cold War fears and duck-and-cover training -- to pursue an ambitious goal: ridding the world of nuclear weapons by 2045.",899,TEDWomen 2016,2016-10-28 00:00:00,18,Erika Gregory,Erika Gregory: The world doesn't need more nuclear weapons,1,2017-01-04 16:10:26,"[{'id': 24, 'name': 'Persuasive', 'count': 125}, {'id': 10, 'name': 'Inspiring', 'count': 148}, {'id': 22, 'name': 'Fascinating', 'count': 29}, {'id': 25, 'name': 'OK', 'count': 13}, {'id': 8, 'name': 'Informative', 'count': 119}, {'id': 23, 'name': 'Jaw-dropping', 'count': 22}, {'id': 3, 'name': 'Courageous', 'count': 50}, {'id': 2, 'name': 'Confusing', 'count': 3}, {'id': 21, 'name': 'Unconvincing', 'count': 27}, {'id': 26, 'name': 'Obnoxious', 'count': 8}, {'id': 1, 'name': 'Beautiful', 'count': 14}, {'id': 11, 'name': 'Longwinded', 'count': 8}, {'id': 9, 'name': 'Ingenious', 'count': 9}, {'id': 7, 'name': 'Funny', 'count': 4}]","[{'id': 2633, 'hero': 'https://pe.tedcdn.com/images/ted/45e0c087abe14e25c2ed74c0b1ed8453e5ed2a7b_2880x1620.jpg', 'speaker': 'Joe Lassiter', 'title': 'We need nuclear power to solve climate change', 'duration': 826, 'slug': 'joe_lassiter_we_need_nuclear_power_to_solve_climate_change', 'viewed_count': 1070589}, {'id': 1857, 'hero': 'https://pe.tedcdn.com/images/ted/0a171bdca14ddd15b93272a730c83719a1ac5c53_1600x1200.jpg', 'speaker': 'Holly Morris', 'title': ""Why stay in Chernobyl? Because it's home."", 'duration': 531, 'slug': 'holly_morris_why_stay_in_chernobyl_because_it_s_home', 'viewed_count': 1108532}, {'id': 2583, 'hero': 'https://pe.tedcdn.com/images/ted/393966879b0d917127d0944a766cb27a0e630252_2880x1620.jpg', 'speaker': 'Michael Shellenberger', 'title': 'How fear of nuclear power is hurting the environment', 'duration': 838, 'slug': 'michael_shellenberger_how_fear_of_nuclear_power_is_hurting_the_environment', 'viewed_count': 1185117}, {'id': 344, 'hero': 'https://pe.tedcdn.com/images/ted/414c7fc5b55ac6204b19cec54724e337f6f8c0f0_1600x1200.jpg', 'speaker': 'Irwin Redlener', 'title': 'How to survive a nuclear attack', 'duration': 1518, 'slug': 'irwin_redlener_warns_of_nuclear_terrorism', 'viewed_count': 657757}, {'id': 881, 'hero': 'https://pe.tedcdn.com/images/ted/176721_800x600.jpg', 'speaker': 'Stewart Brand + Mark Z. Jacobson', 'title': 'Debate: Does the world need nuclear energy?', 'duration': 1379, 'slug': 'debate_does_the_world_need_nuclear_energy', 'viewed_count': 1294196}, {'id': 1727, 'hero': 'https://pe.tedcdn.com/images/ted/a39d3332aa3d0cabe2e4c20ffb1a3934c012ee8b_1600x1200.jpg', 'speaker': 'Taylor Wilson', 'title': 'My radical plan for small nuclear fission reactors', 'duration': 773, 'slug': 'taylor_wilson_my_radical_plan_for_small_nuclear_fission_reactors', 'viewed_count': 1546628}]",Nuclear reformer,"['collaboration', 'fear', 'global issues', 'government', 'history', 'humanity', 'nuclear energy', 'nuclear weapons', 'peace', 'security', 'technology', 'terrorism', 'violence', 'war']",The world doesn't need more nuclear weapons,"https://www.ted.com/talks/erika_gregory_the_world_doesn_t_need_more_nuclear_weapons
",899560
45,What can we expect our kids to learn if they're hungry or eating diets full of sugar and empty of nutrients? Former White House Chef and food policymaker Sam Kass discusses the role schools can play in nourishing students' bodies in addition to their minds.,728,TED Talks Live,2015-11-02 00:00:00,28,Sam Kass,Sam Kass: Want kids to learn well? Feed them well,1,2017-01-05 16:11:01,"[{'id': 8, 'name': 'Informative', 'count': 442}, {'id': 24, 'name': 'Persuasive', 'count': 193}, {'id': 1, 'name': 'Beautiful', 'count': 95}, {'id': 10, 'name': 'Inspiring', 'count': 256}, {'id': 9, 'name': 'Ingenious', 'count': 45}, {'id': 22, 'name': 'Fascinating', 'count': 64}, {'id': 3, 'name': 'Courageous', 'count': 30}, {'id': 25, 'name': 'OK', 'count': 29}, {'id': 23, 'name': 'Jaw-dropping', 'count': 37}, {'id': 7, 'name': 'Funny', 'count': 6}, {'id': 21, 'name': 'Unconvincing', 'count': 7}, {'id': 11, 'name': 'Longwinded', 'count': 5}, {'id': 2, 'name': 'Confusing', 'count': 2}, {'id': 26, 'name': 'Obnoxious', 'count': 1}]","[{'id': 765, 'hero': 'https://pe.tedcdn.com/images/ted/890bd24a65ae0120fb5c80900333df7e8969c310_2880x1620.jpg', 'speaker': 'Jamie Oliver', 'title': 'Teach every child about food', 'duration': 1313, 'slug': 'jamie_oliver', 'viewed_count': 7639260}, {'id': 2615, 'hero': 'https://pe.tedcdn.com/images/ted/380d95f9f0b42072be26f1a2b490d98a2b30d08a_2880x1620.jpg', 'speaker': 'Victor Rios', 'title': 'Help for kids the education system ignores', 'duration': 713, 'slug': 'victor_rios_help_for_kids_the_education_system_ignores', 'viewed_count': 1158434}, {'id': 2646, 'hero': 'https://pe.tedcdn.com/images/ted/bfce6cce6b8e7d75521b1a53cb204d397c51d7df_2880x1620.jpg', 'speaker': 'Dena Simmons', 'title': 'How students of color confront impostor syndrome', 'duration': 620, 'slug': 'dena_simmons_how_students_of_color_confront_impostor_syndrome', 'viewed_count': 1005451}, {'id': 348, 'hero': 'https://pe.tedcdn.com/images/ted/aaeea21df3e61b5ecb347f5b024e519b178547ef_1600x1200.jpg', 'speaker': 'Ann Cooper', 'title': ""What's wrong with school lunches"", 'duration': 1182, 'slug': 'ann_cooper_talks_school_lunches', 'viewed_count': 1137846}, {'id': 1530, 'hero': 'https://pe.tedcdn.com/images/ted/fd6309932ac9d2a89383598e80ec6eff08d88dce_2880x1620.jpg', 'speaker': 'Stephen Ritz', 'title': 'A teacher growing green in the South Bronx', 'duration': 839, 'slug': 'stephen_ritz_a_teacher_growing_green_in_the_south_bronx', 'viewed_count': 1113042}, {'id': 2062, 'hero': 'https://pe.tedcdn.com/images/ted/437873218a4d876528f0da85cc12309f9c66c271_2400x1800.jpg', 'speaker': 'Jarrett J. Krosoczka', 'title': 'Why lunch ladies are heroes', 'duration': 324, 'slug': 'jarrett_krosoczka_why_lunch_ladies_are_heroes', 'viewed_count': 1260382}]",Food entrepreneur,"['children', 'community', 'education', 'food', 'health', 'inequality', 'mental health', 'personal growth', 'policy', 'society', 'teaching']",Want kids to learn well? Feed them well,"https://www.ted.com/talks/sam_kass_want_to_teach_kids_well_feed_them_well
",1345520
116,"""When we tell women that sex isn't worth the risk during pregnancy, what we're telling her is that her sexual pleasure doesn't matter ... that she in fact doesn't matter,"" says sex researcher Sofia Jawed-Wessel. In this eye-opening talk, Jawed-Wessel mines our views about pregnancy and pleasure to lay bare the relationship between women, sex and systems of power.",896,TEDxOmaha,2016-10-08 00:00:00,20,Sofia Jawed-Wessel,Sofia Jawed-Wessel: The lies we tell pregnant women,1,2017-01-06 16:15:38,"[{'id': 1, 'name': 'Beautiful', 'count': 169}, {'id': 24, 'name': 'Persuasive', 'count': 146}, {'id': 8, 'name': 'Informative', 'count': 369}, {'id': 10, 'name': 'Inspiring', 'count': 277}, {'id': 26, 'name': 'Obnoxious', 'count': 49}, {'id': 3, 'name': 'Courageous', 'count': 269}, {'id': 23, 'name': 'Jaw-dropping', 'count': 22}, {'id': 9, 'name': 'Ingenious', 'count': 28}, {'id': 11, 'name': 'Longwinded', 'count': 32}, {'id': 21, 'name': 'Unconvincing', 'count': 128}, {'id': 22, 'name': 'Fascinating', 'count': 92}, {'id': 7, 'name': 'Funny', 'count': 80}, {'id': 2, 'name': 'Confusing', 'count': 22}, {'id': 25, 'name': 'OK', 'count': 79}]","[{'id': 2457, 'hero': 'https://pe.tedcdn.com/images/ted/4dce475d46cb6485056136c0c760c3ff9ca33fc6_2880x1620.jpg', 'speaker': 'Jessica Ladd', 'title': 'The reporting system that sexual assault survivors want', 'duration': 359, 'slug': 'jessica_ladd_the_reporting_system_that_sexual_assault_survivors_want', 'viewed_count': 1224197}, {'id': 1270, 'hero': 'https://pe.tedcdn.com/images/ted/9f1b646fa4d10bf53a8c68d9db58a50442da84e9_800x600.jpg', 'speaker': 'Alexander Tsiaras', 'title': 'Conception to birth -- visualized', 'duration': 577, 'slug': 'alexander_tsiaras_conception_to_birth_visualized', 'viewed_count': 6064976}, {'id': 1289, 'hero': 'https://pe.tedcdn.com/images/ted/58dfa89d21c1ed1905337683073cfe355f758ffa_800x600.jpg', 'speaker': 'Annie Murphy Paul', 'title': ""What we learn before we're born"", 'duration': 1006, 'slug': 'annie_murphy_paul_what_we_learn_before_we_re_born', 'viewed_count': 1758000}, {'id': 1931, 'hero': 'https://pe.tedcdn.com/images/ted/199d1f6d5dc4639dcc793c77402e5b17e97d901d_1600x1200.jpg', 'speaker': 'Christopher Ryan', 'title': 'Are we designed to be sexual omnivores?', 'duration': 842, 'slug': 'christopher_ryan_are_we_designed_to_be_sexual_omnivores', 'viewed_count': 1981989}, {'id': 1909, 'hero': 'https://pe.tedcdn.com/images/ted/19d8523b9f45386879d0ffd5928cdf42fecf03e4_1600x1200.jpg', 'speaker': 'Shereen El Feki', 'title': 'A little-told tale of sex and sensuality', 'duration': 970, 'slug': 'shereen_el_feki_a_little_told_tale_of_sex_and_sensuality', 'viewed_count': 1852497}, {'id': 2278, 'hero': 'https://pe.tedcdn.com/images/ted/f552e29c9f47ef8059bfad8022238b79051c0e77_2880x1620.jpg', 'speaker': 'Sarah Jones', 'title': 'One woman, five characters, and a sex lesson from the future', 'duration': 1528, 'slug': 'sarah_jones_one_woman_five_characters_and_a_sex_lesson_from_the_future', 'viewed_count': 1531683}]",Sex researcher,"['TEDx', 'children', 'communication', 'family', 'feminism', 'gender', 'health', 'humanity', 'identity', 'parenting', 'sex', 'society', 'teaching', 'women']",The lies we tell pregnant women,"https://www.ted.com/talks/sofia_jawed_wessel_the_lies_we_tell_pregnant_women
",1614524
43,"In love, we fall. We're struck, we're crushed, we swoon. We burn with passion. Love makes us crazy and makes us sick. Our hearts ache, and then they break. Talking about love in this way fundamentally shapes how we experience it, says writer Mandy Len Catron. In this talk for anyone who's ever felt crazy in love, Catron highlights a different metaphor for love that may help us find more joy -- and less suffering -- in it.",917,TEDxSFU,2015-11-15 00:00:00,24,Mandy Len Catron,Mandy Len Catron: A better way to talk about love,1,2017-01-09 16:06:20,"[{'id': 1, 'name': 'Beautiful', 'count': 446}, {'id': 24, 'name': 'Persuasive', 'count': 174}, {'id': 10, 'name': 'Inspiring', 'count': 364}, {'id': 25, 'name': 'OK', 'count': 97}, {'id': 7, 'name': 'Funny', 'count': 123}, {'id': 22, 'name': 'Fascinating', 'count': 177}, {'id': 8, 'name': 'Informative', 'count': 215}, {'id': 9, 'name': 'Ingenious', 'count': 75}, {'id': 3, 'name': 'Courageous', 'count': 62}, {'id': 23, 'name': 'Jaw-dropping', 'count': 21}, {'id': 26, 'name': 'Obnoxious', 'count': 7}, {'id': 2, 'name': 'Confusing', 'count': 14}, {'id': 11, 'name': 'Longwinded', 'count': 31}, {'id': 21, 'name': 'Unconvincing', 'count': 35}]","[{'id': 2300, 'hero': 'https://pe.tedcdn.com/images/ted/7ee0e10094b7da17d2d14e91b9cf481fa512a782_2880x1620.jpg', 'speaker': 'Alec Soth + Stacey Baker', 'title': 'This is what enduring love looks like', 'duration': 618, 'slug': 'alec_soth_stacey_baker_this_is_what_enduring_love_looks_like', 'viewed_count': 1780777}, {'id': 2330, 'hero': 'https://pe.tedcdn.com/images/ted/2408fa2789737bcb531459590221ac4f46aa587c_2880x1620.jpg', 'speaker': 'Mandy Len Catron', 'title': 'Falling in love is the easy part', 'duration': 833, 'slug': 'mandy_len_catron_falling_in_love_is_the_easy_part', 'viewed_count': 3098527}, {'id': 2590, 'hero': 'https://pe.tedcdn.com/images/ted/258c5275b201c958dcd88d088ef3205f9b82c20c_2880x1620.jpg', 'speaker': 'Helen Fisher', 'title': ""Technology hasn't changed love. Here's why"", 'duration': 1145, 'slug': 'helen_fisher_technology_hasn_t_changed_love_here_s_why', 'viewed_count': 1593467}, {'id': 307, 'hero': 'https://pe.tedcdn.com/images/ted/dfda28474d713d1de50dd1cc5f67c299c8b6eb80_2880x1620.jpg', 'speaker': 'Helen Fisher', 'title': 'The brain in love', 'duration': 956, 'slug': 'helen_fisher_studies_the_brain_in_love', 'viewed_count': 4883598}, {'id': 16, 'hero': 'https://pe.tedcdn.com/images/ted/1c7b5b4e9425a4bd4b3b51a7c870208ee2fdc5d7_1920x1080.jpg', 'speaker': 'Helen Fisher', 'title': 'Why we love, why we cheat', 'duration': 1407, 'slug': 'helen_fisher_tells_us_why_we_love_cheat', 'viewed_count': 9261435}, {'id': 716, 'hero': 'https://pe.tedcdn.com/images/ted/24cb2bb7ba01c6d404d80f072bb27b6ceed228ea_1600x1200.jpg', 'speaker': 'James Geary', 'title': 'Metaphorically speaking', 'duration': 570, 'slug': 'james_geary_metaphorically_speaking', 'viewed_count': 819710}]",Writer,"['TEDx', 'collaboration', 'communication', 'compassion', 'depression', 'empathy', 'happiness', 'humanity', 'love', 'mental health', 'personality', 'relationships', 'trust', 'writing']",A better way to talk about love,"https://www.ted.com/talks/mandy_len_catron_a_better_way_to_talk_about_love
",1802516
58,"Nearly every other year the transistors that power silicon computer chip shrink in size by half and double in performance, enabling our devices to become more mobile and accessible. But what happens when these components can't get any smaller? George Tulevski researches the unseen and untapped world of nanomaterials. His current work: developing chemical processes to compel billions of carbon nanotubes to assemble themselves into the patterns needed to build circuits, much the same way natural organisms build intricate, diverse and elegant structures. Could they hold the secret to the next generation of computing?",575,TED@IBM,2016-11-15 00:00:00,26,George Tulevski,George Tulevski: The next step in nanotechnology,1,2017-01-10 16:19:37,"[{'id': 8, 'name': 'Informative', 'count': 272}, {'id': 9, 'name': 'Ingenious', 'count': 85}, {'id': 25, 'name': 'OK', 'count': 61}, {'id': 22, 'name': 'Fascinating', 'count': 146}, {'id': 24, 'name': 'Persuasive', 'count': 31}, {'id': 23, 'name': 'Jaw-dropping', 'count': 32}, {'id': 3, 'name': 'Courageous', 'count': 20}, {'id': 7, 'name': 'Funny', 'count': 17}, {'id': 11, 'name': 'Longwinded', 'count': 21}, {'id': 21, 'name': 'Unconvincing', 'count': 19}, {'id': 1, 'name': 'Beautiful', 'count': 17}, {'id': 10, 'name': 'Inspiring', 'count': 59}, {'id': 26, 'name': 'Obnoxious', 'count': 4}, {'id': 2, 'name': 'Confusing', 'count': 18}]","[{'id': 2544, 'hero': 'https://pe.tedcdn.com/images/ted/88f8c62ce78c9a32449759c3790e9752651b0d0f_2880x1620.jpg', 'speaker': 'Oded Shoseyov', 'title': ""How we're harnessing nature's hidden superpowers"", 'duration': 801, 'slug': 'oded_shoseyov_how_we_re_harnessing_nature_s_hidden_superpowers', 'viewed_count': 1211115}, {'id': 2630, 'hero': 'https://pe.tedcdn.com/images/ted/13fde67864f1bb571ae24ce5ad8885ce9193d03d_2880x1620.jpg', 'speaker': 'Steven Johnson', 'title': 'The playful wonderland behind great inventions', 'duration': 445, 'slug': 'steven_johnson_how_play_leads_to_great_inventions', 'viewed_count': 1122674}, {'id': 2652, 'hero': 'https://pe.tedcdn.com/images/ted/a6526a75389078e7911a2d4dbfec1008d96fe8c2_2880x1620.jpg', 'speaker': 'Adam Grant', 'title': 'Are you a giver or a taker?', 'duration': 808, 'slug': 'adam_grant_are_you_a_giver_or_a_taker', 'viewed_count': 3535738}, {'id': 2316, 'hero': 'https://pe.tedcdn.com/images/ted/b9f9609178a7d8d4ad2cc2eaffc345fe024f78b7_2880x1620.jpg', 'speaker': 'Jim Al-Khalili', 'title': 'How quantum biology might explain life’s biggest questions', 'duration': 969, 'slug': 'jim_al_khalili_how_quantum_biology_might_explain_life_s_biggest_questions', 'viewed_count': 1503900}, {'id': 1160, 'hero': 'https://pe.tedcdn.com/images/ted/5641574d15f0adf70194a6fe22fb7b0cc8d0c899_800x600.jpg', 'speaker': ""Aaron O'Connell"", 'title': 'Making sense of a visible quantum object', 'duration': 471, 'slug': 'aaron_o_connell_making_sense_of_a_visible_quantum_object', 'viewed_count': 1272224}, {'id': 516, 'hero': 'https://pe.tedcdn.com/images/ted/83840_800x600.jpg', 'speaker': 'JoAnn Kuchera-Morin', 'title': 'Stunning data visualization in the AlloSphere', 'duration': 387, 'slug': 'joann_kuchera_morin_tours_the_allosphere', 'viewed_count': 630800}]",Materials scientist,"['chemistry', 'computers', 'design', 'engineering', 'future', 'innovation', 'materials', 'nature', 'potential', 'science', 'technology']",The next step in nanotechnology,"https://www.ted.com/talks/george_tulevski_the_next_step_in_nanotechnology
",1284067
18,"Dan Bricklin changed the world forever when he codeveloped VisiCalc, the first electronic spreadsheet and grandfather of programs you probably use every day like Microsoft Excel and Google Sheets. Join the software engineer and computing legend as he explores the tangled web of first jobs, daydreams and homework problems that led to his transformational invention.",720,TEDxBeaconStreet,2016-11-19 00:00:00,19,Dan Bricklin,Dan Bricklin: Meet the inventor of the electronic spreadsheet,1,2017-01-11 15:52:50,"[{'id': 8, 'name': 'Informative', 'count': 266}, {'id': 10, 'name': 'Inspiring', 'count': 348}, {'id': 9, 'name': 'Ingenious', 'count': 177}, {'id': 7, 'name': 'Funny', 'count': 57}, {'id': 22, 'name': 'Fascinating', 'count': 213}, {'id': 23, 'name': 'Jaw-dropping', 'count': 27}, {'id': 1, 'name': 'Beautiful', 'count': 40}, {'id': 24, 'name': 'Persuasive', 'count': 30}, {'id': 3, 'name': 'Courageous', 'count': 31}, {'id': 2, 'name': 'Confusing', 'count': 4}, {'id': 11, 'name': 'Longwinded', 'count': 9}, {'id': 25, 'name': 'OK', 'count': 18}, {'id': 26, 'name': 'Obnoxious', 'count': 4}, {'id': 21, 'name': 'Unconvincing', 'count': 0}]","[{'id': 720, 'hero': 'https://pe.tedcdn.com/images/ted/4c44fe353a0108670d9e7cd8a8ee957a398b85c7_2880x1620.jpg', 'speaker': 'Steve Jobs', 'title': 'How to live before you die', 'duration': 904, 'slug': 'steve_jobs_how_to_live_before_you_die', 'viewed_count': 8744685}, {'id': 2464, 'hero': 'https://pe.tedcdn.com/images/ted/d560e7d7d695293217875d2db6fbb35b31fc1991_2880x1620.jpg', 'speaker': 'Linus Torvalds', 'title': 'The mind behind Linux', 'duration': 1290, 'slug': 'linus_torvalds_the_mind_behind_linux', 'viewed_count': 2399287}, {'id': 2448, 'hero': 'https://pe.tedcdn.com/images/ted/bf912f2eb8038864614e0ae78c957ffabb064039_2880x1620.jpg', 'speaker': 'Reshma Saujani', 'title': 'Teach girls bravery, not perfection', 'duration': 759, 'slug': 'reshma_saujani_teach_girls_bravery_not_perfection', 'viewed_count': 3325513}, {'id': 427, 'hero': 'https://pe.tedcdn.com/images/ted/52bd7d723ba468873a754d813e34988baaf5cab3_2400x1800.jpg', 'speaker': 'John Maeda', 'title': 'My journey in design', 'duration': 1026, 'slug': 'john_maeda_on_design', 'viewed_count': 241875}, {'id': 90, 'hero': 'https://pe.tedcdn.com/images/ted/c634a6fe7b4b9f15c59f75f0c06a09058081c95a_1600x1200.jpg', 'speaker': 'Neil Gershenfeld', 'title': 'Unleash your creativity in a Fab Lab', 'duration': 1038, 'slug': 'neil_gershenfeld_on_fab_labs', 'viewed_count': 691888}, {'id': 7, 'hero': 'https://pe.tedcdn.com/images/ted/ec8cb05b010ea5c373e085b4349e30723ae4aff0_1600x1200.jpg', 'speaker': 'David Pogue', 'title': 'Simplicity sells', 'duration': 1286, 'slug': 'david_pogue_says_simplicity_sells', 'viewed_count': 1636377}]",Software pioneer,"['TEDx', 'business', 'code', 'collaboration', 'computers', 'data', 'design', 'discovery', 'history', 'innovation', 'invention', 'math', 'potential', 'product design', 'productivity', 'technology', 'visualizations', 'work']",Meet the inventor of the electronic spreadsheet,"https://www.ted.com/talks/dan_bricklin_meet_the_inventor_of_the_electronic_spreadsheet
",992523
43,"Nature is wonderfully abundant, diverse and mysterious -- but biological research today tends to focus on only seven species, including rats, chickens, fruit flies and us. We're studying an astonishingly narrow sliver of life, says biologist Alejandro Sánchez Alvarado, and hoping it'll be enough to solve the oldest, most challenging problems in science, like cancer. In this visually captivating talk, Alvarado calls on us to interrogate the unknown and shows us the remarkable discoveries that surface when we do.",759,TEDxKC,2016-08-19 00:00:00,20,Alejandro Sánchez Alvarado,"Alejandro Sánchez Alvarado: To solve old problems, study new species",1,2017-01-12 16:07:48,"[{'id': 1, 'name': 'Beautiful', 'count': 118}, {'id': 8, 'name': 'Informative', 'count': 187}, {'id': 10, 'name': 'Inspiring', 'count': 254}, {'id': 22, 'name': 'Fascinating', 'count': 187}, {'id': 23, 'name': 'Jaw-dropping', 'count': 38}, {'id': 24, 'name': 'Persuasive', 'count': 70}, {'id': 9, 'name': 'Ingenious', 'count': 43}, {'id': 3, 'name': 'Courageous', 'count': 20}, {'id': 11, 'name': 'Longwinded', 'count': 10}, {'id': 7, 'name': 'Funny', 'count': 21}, {'id': 25, 'name': 'OK', 'count': 17}, {'id': 21, 'name': 'Unconvincing', 'count': 1}, {'id': 2, 'name': 'Confusing', 'count': 3}, {'id': 26, 'name': 'Obnoxious', 'count': 0}]","[{'id': 206, 'hero': 'https://pe.tedcdn.com/images/ted/49306f30dbac9aa73e1e57aca532330b9532cd7f_1600x1200.jpg', 'speaker': 'David Gallo', 'title': 'Underwater astonishments', 'duration': 327, 'slug': 'david_gallo_shows_underwater_astonishments', 'viewed_count': 13926677}, {'id': 2390, 'hero': 'https://pe.tedcdn.com/images/ted/9a8ed14cef99ed36c93a952adf824345fb9e7108_2880x1620.jpg', 'speaker': 'Laura Robinson', 'title': 'The secrets I find on the mysterious ocean floor', 'duration': 681, 'slug': 'laura_robinson_the_secrets_i_find_on_the_mysterious_ocean_floor', 'viewed_count': 1487121}, {'id': 2542, 'hero': 'https://pe.tedcdn.com/images/ted/7c374410f9a69063c6419aa03b5f51c3a9286769_2880x1620.jpg', 'speaker': 'Eric Haseltine', 'title': 'What will be the next big scientific breakthrough?', 'duration': 647, 'slug': 'eric_haseltine_what_will_be_the_next_big_scientific_breakthrough', 'viewed_count': 1475293}, {'id': 343, 'hero': 'https://pe.tedcdn.com/images/ted/44adbea072a44bdd757fd1af928003f48f10be55_800x600.jpg', 'speaker': 'David Gallo', 'title': 'Life in the deep oceans', 'duration': 800, 'slug': 'david_gallo_on_life_in_the_deep_oceans', 'viewed_count': 996761}, {'id': 1372, 'hero': 'https://pe.tedcdn.com/images/ted/c6620a75259af37b28f116e13e5a74a705d3c6b1_800x600.jpg', 'speaker': 'Paul Snelgrove', 'title': 'A census of the ocean', 'duration': 1007, 'slug': 'paul_snelgrove_a_census_of_the_ocean', 'viewed_count': 293348}, {'id': 802, 'hero': 'https://pe.tedcdn.com/images/ted/158525_800x600.jpg', 'speaker': 'Juliana Machado Ferreira', 'title': 'The fight to end rare-animal trafficking in Brazil', 'duration': 334, 'slug': 'juliana_machado_ferreira', 'viewed_count': 320723}]",Developmental and regeneration biologist,"['TEDx', 'animals', 'beauty', 'biodiversity', 'biology', 'biomechanics', 'biosphere', 'creativity', 'curiosity', 'discovery', 'education', 'environment', 'exploration', 'illness', 'innovation', 'intelligence', 'life', 'medical research', 'medicine', 'nature', 'neuroscience', 'oceans', 'physiology', 'science']","To solve old problems, study new species","https://www.ted.com/talks/alejandro_sanchez_alvarado_to_solve_old_problems_study_new_species
",1059199
