date,coin,value
2016-10-06,ethereum,13.03
2016-10-06,bitcoin,612.47
2016-10-07,bitcoin,612.61
2016-10-07,ethereum,12.85
2016-10-07,ripple,0.007377
2016-10-08,ethereum,12.67
2016-10-08,ripple,0.007370999999999998
2016-10-08,bitcoin,617.34
2016-10-09,ripple,0.00731
2016-10-09,bitcoin,619.17
2016-10-09,ethereum,12.22
2016-10-10,ethereum,12.06
2016-10-10,ripple,0.007542
2016-10-10,bitcoin,616.82
2016-10-11,ripple,0.007993
2016-10-11,bitcoin,619.24
2016-10-11,ethereum,11.76
2016-10-12,bitcoin,640.87
2016-10-12,ethereum,11.78
2016-10-12,ripple,0.008208
2016-10-13,ripple,0.007951
2016-10-13,bitcoin,636.03
2016-10-13,ethereum,11.91
2016-10-14,ripple,0.00798
2016-10-14,bitcoin,637.01
2016-10-14,ethereum,11.99
2016-10-15,ripple,0.008768999999999999
2016-10-15,ethereum,11.94
2016-10-15,bitcoin,640.31
2016-10-16,ripple,0.008137
2016-10-16,bitcoin,639.08
2016-10-16,ethereum,11.98
2016-10-17,ethereum,11.96
2016-10-17,ripple,0.008079000000000001
2016-10-17,bitcoin,641.82
2016-10-18,ethereum,12.0
2016-10-18,bitcoin,639.41
2016-10-18,ripple,0.008032
2016-10-19,bitcoin,638.13
2016-10-19,ethereum,12.59
2016-10-19,ripple,0.008348000000000001
2016-10-20,ethereum,12.05
2016-10-20,bitcoin,630.66
2016-10-20,ripple,0.008636
2016-10-21,ethereum,12.13
2016-10-21,bitcoin,630.83
2016-10-21,ripple,0.00909
2016-10-22,bitcoin,633.14
2016-10-22,ripple,0.009027
2016-10-22,ethereum,12.18
2016-10-23,ripple,0.008976999999999999
2016-10-23,ethereum,12.13
2016-10-23,bitcoin,657.62
2016-10-24,ripple,0.009432
2016-10-24,ethereum,12.04
2016-10-24,bitcoin,657.16
2016-10-25,ripple,0.009065
2016-10-25,ethereum,11.97
2016-10-25,bitcoin,654.0
2016-10-26,ripple,0.008884
2016-10-26,ethereum,11.38
2016-10-26,bitcoin,657.68
2016-10-27,bitcoin,678.21
2016-10-27,ripple,0.008833
2016-10-27,ethereum,11.53
2016-10-28,ethereum,11.47
2016-10-28,ripple,0.008483
2016-10-28,bitcoin,688.0
2016-10-29,ethereum,11.1
2016-10-29,bitcoin,690.29
2016-10-29,ripple,0.008157
2016-10-30,bitcoin,714.12
2016-10-30,ripple,0.007737999999999998
2016-10-30,ethereum,10.43
2016-10-31,ripple,0.008014
2016-10-31,ethereum,11.23
2016-10-31,bitcoin,702.64
2016-11-01,ripple,0.008197
2016-11-01,ethereum,10.96
2016-11-01,bitcoin,701.34
2016-11-02,ripple,0.008104
2016-11-02,ethereum,10.77
2016-11-02,bitcoin,730.07
2016-11-03,ripple,0.008221
2016-11-03,bitcoin,742.35
2016-11-03,ethereum,10.8
2016-11-04,bitcoin,689.12
2016-11-04,ripple,0.008015000000000001
2016-11-04,ethereum,10.82
2016-11-05,bitcoin,703.52
2016-11-05,ripple,0.008157
2016-11-05,ethereum,11.09
2016-11-06,ripple,0.00823
2016-11-06,bitcoin,703.81
2016-11-06,ethereum,10.99
2016-11-07,ethereum,10.9
2016-11-07,bitcoin,710.74
2016-11-07,ripple,0.008197
2016-11-08,bitcoin,703.09
2016-11-08,ethereum,10.85
2016-11-08,ripple,0.008111
2016-11-09,bitcoin,709.83
2016-11-09,ethereum,10.82
2016-11-09,ripple,0.008205
2016-11-10,bitcoin,722.84
2016-11-10,ethereum,10.67
2016-11-10,ripple,0.008081
2016-11-11,ethereum,10.51
2016-11-11,bitcoin,715.55
2016-11-11,ripple,0.008131000000000001
2016-11-12,bitcoin,716.75
2016-11-12,ripple,0.008061
2016-11-12,ethereum,10.29
2016-11-13,ripple,0.008039
2016-11-13,bitcoin,705.2
2016-11-13,ethereum,9.89
2016-11-14,ethereum,10.1
2016-11-14,ripple,0.008255
2016-11-14,bitcoin,702.0
2016-11-15,ripple,0.008099
2016-11-15,bitcoin,705.79
2016-11-15,ethereum,9.97
2016-11-16,ripple,0.007888
2016-11-16,bitcoin,711.17
2016-11-16,ethereum,10.22
2016-11-17,ethereum,10.06
2016-11-17,bitcoin,744.88
2016-11-17,ripple,0.007851
2016-11-18,bitcoin,740.71
2016-11-18,ethereum,9.99
2016-11-18,ripple,0.007722
2016-11-19,ripple,0.007778
2016-11-19,ethereum,9.48
2016-11-19,bitcoin,751.83
2016-11-20,ripple,0.007798999999999999
2016-11-20,ethereum,9.66
2016-11-20,bitcoin,751.88
2016-11-21,ripple,0.007648999999999999
2016-11-21,ethereum,9.58
2016-11-21,bitcoin,731.26
2016-11-22,ripple,0.007567
2016-11-22,bitcoin,739.64
2016-11-22,ethereum,9.63
2016-11-23,ripple,0.007434
2016-11-23,ethereum,9.92
2016-11-23,bitcoin,751.74
2016-11-24,ethereum,9.85
2016-11-24,bitcoin,744.62
2016-11-24,ripple,0.0070620000000000014
2016-11-25,bitcoin,740.44
2016-11-25,ripple,0.006948
2016-11-25,ethereum,9.23
2016-11-26,bitcoin,741.51
2016-11-26,ethereum,9.42
2016-11-26,ripple,0.006895
2016-11-27,ripple,0.007384999999999998
2016-11-27,ethereum,9.31
2016-11-27,bitcoin,735.44
2016-11-28,bitcoin,732.48
2016-11-28,ethereum,9.0
2016-11-28,ripple,0.007081999999999998
2016-11-29,ripple,0.0070090000000000005
2016-11-29,ethereum,8.73
2016-11-29,bitcoin,736.33
2016-11-30,bitcoin,736.28
2016-11-30,ripple,0.006779
2016-11-30,ethereum,8.16
2016-12-01,ripple,0.006723000000000001
2016-12-01,ethereum,8.6
2016-12-01,bitcoin,746.05
2016-12-02,ethereum,8.46
2016-12-02,ripple,0.006706999999999999
2016-12-02,bitcoin,757.54
2016-12-03,ripple,0.006712
2016-12-03,ethereum,7.77
2016-12-03,bitcoin,778.25
2016-12-04,ripple,0.006592
2016-12-04,bitcoin,771.64
2016-12-04,ethereum,7.9
2016-12-05,ripple,0.006525
2016-12-05,bitcoin,773.39
2016-12-05,ethereum,7.41
2016-12-06,ripple,0.006435
2016-12-06,bitcoin,758.72
2016-12-06,ethereum,6.8
2016-12-07,ethereum,7.89
2016-12-07,ripple,0.006653
2016-12-07,bitcoin,764.21
2016-12-08,ripple,0.006848999999999999
2016-12-08,ethereum,8.38
2016-12-08,bitcoin,768.08
2016-12-09,ripple,0.007091
2016-12-09,ethereum,8.17
2016-12-09,bitcoin,769.94
2016-12-10,bitcoin,773.02
2016-12-10,ripple,0.0071379999999999985
2016-12-10,ethereum,8.44
2016-12-11,bitcoin,774.75
2016-12-11,ethereum,8.13
2016-12-11,ripple,0.006816
2016-12-12,ripple,0.006744
2016-12-12,ethereum,8.19
2016-12-12,bitcoin,770.04
2016-12-13,bitcoin,780.65
2016-12-13,ripple,0.00678
2016-12-13,ethereum,8.52
2016-12-14,ripple,0.006704000000000001
2016-12-14,ethereum,8.45
2016-12-14,bitcoin,780.0
2016-12-15,ethereum,8.24
2016-12-15,bitcoin,780.07
2016-12-15,ripple,0.006698999999999999
2016-12-16,ethereum,7.86
2016-12-16,bitcoin,778.96
2016-12-16,ripple,0.006662
2016-12-17,bitcoin,785.17
2016-12-17,ripple,0.006704000000000001
2016-12-17,ethereum,7.86
2016-12-18,ripple,0.006541
2016-12-18,ethereum,7.86
2016-12-18,bitcoin,791.01
2016-12-19,ripple,0.006581999999999999
2016-12-19,ethereum,7.87
2016-12-19,bitcoin,790.69
2016-12-20,ripple,0.006540000000000001
2016-12-20,bitcoin,792.25
2016-12-20,ethereum,7.63
2016-12-21,ripple,0.006498
2016-12-21,ethereum,7.66
2016-12-21,bitcoin,800.64
2016-12-22,ethereum,7.9
2016-12-22,ripple,0.006451999999999999
2016-12-22,bitcoin,834.18
2016-12-23,ethereum,7.58
2016-12-23,bitcoin,864.89
2016-12-23,ripple,0.006362
2016-12-24,ripple,0.006275
2016-12-24,ethereum,7.15
2016-12-24,bitcoin,922.18
2016-12-25,ethereum,7.26
2016-12-25,bitcoin,899.65
2016-12-25,ripple,0.00635
2016-12-26,ethereum,7.13
2016-12-26,bitcoin,896.9
2016-12-26,ripple,0.006443000000000001
2016-12-27,ripple,0.006326
2016-12-27,ethereum,7.28
2016-12-27,bitcoin,908.35
2016-12-28,ripple,0.006193
2016-12-28,bitcoin,934.83
2016-12-28,ethereum,7.15
2016-12-29,ethereum,7.54
2016-12-29,ripple,0.00618
2016-12-29,bitcoin,975.13
2016-12-30,ethereum,8.29
2016-12-30,bitcoin,972.53
2016-12-30,ripple,0.006352
2016-12-31,bitcoin,960.63
2016-12-31,ripple,0.006417
2016-12-31,ethereum,8.15
2017-01-01,ethereum,7.98
2017-01-01,ripple,0.006523
2017-01-01,bitcoin,963.66
2017-01-02,ripple,0.006386
2017-01-02,ethereum,8.17
2017-01-02,bitcoin,998.62
2017-01-03,ethereum,8.37
2017-01-03,bitcoin,1021.6
2017-01-03,ripple,0.00629
2017-01-04,bitcoin,1044.4
2017-01-04,ripple,0.006385
2017-01-04,ethereum,9.71
2017-01-05,bitcoin,1156.73
2017-01-05,ripple,0.006572
2017-01-05,ethereum,11.29
2017-01-06,bitcoin,1014.24
2017-01-06,ethereum,10.29
2017-01-06,ripple,0.006197
2017-01-07,ripple,0.006351
2017-01-07,ethereum,10.24
2017-01-07,bitcoin,903.49
2017-01-08,ethereum,9.87
2017-01-08,bitcoin,908.17
2017-01-08,ripple,0.006383
2017-01-09,ripple,0.006239
2017-01-09,bitcoin,913.24
2017-01-09,ethereum,10.31
2017-01-10,bitcoin,902.44
2017-01-10,ethereum,10.37
2017-01-10,ripple,0.006157
2017-01-11,ethereum,10.54
2017-01-11,ripple,0.006708
2017-01-11,bitcoin,908.12
2017-01-12,ethereum,9.72
2017-01-12,ripple,0.006417
2017-01-12,bitcoin,775.18
2017-01-13,ethereum,9.83
2017-01-13,ripple,0.0064340000000000005
2017-01-13,bitcoin,803.74
2017-01-14,ethereum,9.79
2017-01-14,ripple,0.00661
2017-01-14,bitcoin,825.14
2017-01-15,ethereum,9.83
2017-01-15,ripple,0.006867
2017-01-15,bitcoin,818.14
2017-01-16,bitcoin,821.78
2017-01-16,ripple,0.006747
2017-01-16,ethereum,9.88
2017-01-17,bitcoin,830.95
2017-01-17,ripple,0.006772
2017-01-17,ethereum,9.64
2017-01-18,bitcoin,909.37
2017-01-18,ripple,0.006790000000000001
2017-01-18,ethereum,10.3
2017-01-19,ripple,0.006712999999999999
2017-01-19,ethereum,10.24
2017-01-19,bitcoin,888.34
2017-01-20,ethereum,10.39
2017-01-20,ripple,0.007031999999999999
2017-01-20,bitcoin,898.17
2017-01-21,ethereum,10.6
2017-01-21,bitcoin,895.55
2017-01-21,ripple,0.006693999999999999
2017-01-22,bitcoin,922.21
2017-01-22,ripple,0.006706
2017-01-22,ethereum,10.91
2017-01-23,bitcoin,925.5
2017-01-23,ripple,0.006718000000000001
2017-01-23,ethereum,10.71
2017-01-24,bitcoin,910.68
2017-01-24,ripple,0.006708
2017-01-24,ethereum,10.73
2017-01-25,ethereum,10.62
2017-01-25,bitcoin,891.92
2017-01-25,ripple,0.006527
2017-01-26,bitcoin,902.39
2017-01-26,ethereum,10.57
2017-01-26,ripple,0.006511
2017-01-27,bitcoin,918.36
2017-01-27,ripple,0.006684999999999999
2017-01-27,ethereum,10.58
2017-01-28,ripple,0.006409000000000001
2017-01-28,bitcoin,919.81
2017-01-28,ethereum,10.54
2017-01-29,ethereum,10.56
2017-01-29,ripple,0.0063560000000000005
2017-01-29,bitcoin,922.07
2017-01-30,ethereum,10.49
2017-01-30,ripple,0.006402
2017-01-30,bitcoin,920.15
2017-01-31,ripple,0.00639
2017-01-31,bitcoin,920.96
2017-01-31,ethereum,10.56
2017-02-01,bitcoin,970.94
2017-02-01,ripple,0.006311
2017-02-01,ethereum,10.74
2017-02-02,ripple,0.006540000000000001
2017-02-02,ethereum,10.74
2017-02-02,bitcoin,990.0
2017-02-03,ethereum,10.81
2017-02-03,bitcoin,1011.46
2017-02-03,ripple,0.006466
2017-02-04,bitcoin,1031.33
2017-02-04,ethereum,11.13
2017-02-04,ripple,0.006487000000000001
2017-02-05,bitcoin,1043.52
2017-02-05,ripple,0.006494
2017-02-05,ethereum,11.44
2017-02-06,bitcoin,1028.4
2017-02-06,ripple,0.006439
2017-02-06,ethereum,11.35
2017-02-07,ripple,0.006437000000000001
2017-02-07,ethereum,11.43
2017-02-07,bitcoin,1040.14
2017-02-08,ripple,0.006407
2017-02-08,bitcoin,1062.32
2017-02-08,ethereum,11.54
2017-02-09,ripple,0.006433
2017-02-09,ethereum,11.44
2017-02-09,bitcoin,1064.7
2017-02-10,ethereum,11.04
2017-02-10,ripple,0.006367
2017-02-10,bitcoin,995.63
2017-02-11,ripple,0.00629
2017-02-11,ethereum,11.29
2017-02-11,bitcoin,988.9
2017-02-12,bitcoin,1003.52
2017-02-12,ethereum,11.35
2017-02-12,ripple,0.006328
2017-02-13,bitcoin,998.88
2017-02-13,ripple,0.006267
2017-02-13,ethereum,11.38
2017-02-14,ripple,0.00624
2017-02-14,bitcoin,991.74
2017-02-14,ethereum,11.29
2017-02-15,bitcoin,1006.21
2017-02-15,ripple,0.006279
2017-02-15,ethereum,13.04
2017-02-16,ripple,0.006138
2017-02-16,bitcoin,1007.65
2017-02-16,ethereum,12.92
2017-02-17,bitcoin,1026.12
2017-02-17,ethereum,12.9
2017-02-17,ripple,0.005939
2017-02-18,bitcoin,1049.21
2017-02-18,ripple,0.005949
2017-02-18,ethereum,12.71
2017-02-19,bitcoin,1054.76
2017-02-19,ethereum,12.82
2017-02-19,ripple,0.005589
2017-02-20,ethereum,12.77
2017-02-20,bitcoin,1048.69
2017-02-20,ripple,0.005879
2017-02-21,ethereum,12.34
2017-02-21,bitcoin,1079.28
2017-02-21,ripple,0.005871
2017-02-22,ripple,0.005849
2017-02-22,ethereum,12.69
2017-02-22,bitcoin,1114.8
2017-02-23,ethereum,12.6
2017-02-23,ripple,0.005856
2017-02-23,bitcoin,1117.27
2017-02-24,bitcoin,1172.71
2017-02-24,ethereum,13.13
2017-02-24,ripple,0.005883
2017-02-25,ethereum,13.06
2017-02-25,ripple,0.0057
2017-02-25,bitcoin,1170.41
2017-02-26,bitcoin,1144.27
2017-02-26,ripple,0.005664
2017-02-26,ethereum,13.52
2017-02-27,bitcoin,1163.78
2017-02-27,ripple,0.005665
2017-02-27,ethereum,14.51
2017-02-28,ripple,0.005608
2017-02-28,ethereum,15.45
2017-02-28,bitcoin,1180.72
2017-03-01,ethereum,15.85
2017-03-01,ripple,0.005525
2017-03-01,bitcoin,1180.04
2017-03-02,ethereum,17.36
2017-03-02,ripple,0.005419
2017-03-02,bitcoin,1224.68
2017-03-03,ripple,0.005988
2017-03-03,bitcoin,1250.71
2017-03-03,ethereum,19.04
2017-03-04,bitcoin,1277.43
2017-03-04,ethereum,19.52
2017-03-04,ripple,0.006354
2017-03-05,bitcoin,1254.29
2017-03-05,ethereum,18.5
2017-03-05,ripple,0.00629
2017-03-06,ethereum,19.28
2017-03-06,ripple,0.006129
2017-03-06,bitcoin,1267.47
2017-03-07,ethereum,19.58
2017-03-07,ripple,0.006057
2017-03-07,bitcoin,1273.21
2017-03-08,bitcoin,1223.23
2017-03-08,ripple,0.006551
2017-03-08,ethereum,18.88
2017-03-09,ripple,0.006485
2017-03-09,bitcoin,1150.35
2017-03-09,ethereum,16.64
2017-03-10,bitcoin,1189.36
2017-03-10,ethereum,17.74
2017-03-10,ripple,0.006503
2017-03-11,bitcoin,1116.32
2017-03-11,ripple,0.006229
2017-03-11,ethereum,19.37
2017-03-12,bitcoin,1176.62
2017-03-12,ethereum,21.46
2017-03-12,ripple,0.006214
2017-03-13,bitcoin,1221.78
2017-03-13,ethereum,23.5
2017-03-13,ripple,0.006271
2017-03-14,bitcoin,1232.16
2017-03-14,ripple,0.006346
2017-03-14,ethereum,28.57
2017-03-15,bitcoin,1240.16
2017-03-15,ripple,0.006370000000000001
2017-03-15,ethereum,28.65
2017-03-16,ethereum,35.36
2017-03-16,ripple,0.006319
2017-03-16,bitcoin,1251.33
2017-03-17,ripple,0.006406
2017-03-17,bitcoin,1180.16
2017-03-17,ethereum,45.93
2017-03-18,ethereum,46.87
2017-03-18,ripple,0.006137
2017-03-18,bitcoin,1099.69
2017-03-19,ethereum,35.53
2017-03-19,bitcoin,976.73
2017-03-19,ripple,0.006736
2017-03-20,bitcoin,1037.24
2017-03-20,ripple,0.006915
2017-03-20,ethereum,44.83
2017-03-21,ethereum,43.51
2017-03-21,ripple,0.006996
2017-03-21,bitcoin,1055.36
2017-03-22,ripple,0.006908
2017-03-22,ethereum,43.12
2017-03-22,bitcoin,1120.65
2017-03-23,ripple,0.007284
2017-03-23,ethereum,42.57
2017-03-23,bitcoin,1050.05
2017-03-24,bitcoin,1038.45
2017-03-24,ripple,0.010528
2017-03-24,ethereum,43.64
2017-03-25,ethereum,53.58
2017-03-25,ripple,0.010502
2017-03-25,bitcoin,936.54
2017-03-26,ripple,0.009159
2017-03-26,ethereum,50.77
2017-03-26,bitcoin,974.01
2017-03-27,ripple,0.009482
2017-03-27,ethereum,51.31
2017-03-27,bitcoin,972.05
2017-03-28,ripple,0.009568
2017-03-28,ethereum,49.71
2017-03-28,bitcoin,1044.58
2017-03-29,ethereum,50.57
2017-03-29,bitcoin,1046.08
2017-03-29,ripple,0.009526
2017-03-30,bitcoin,1042.21
2017-03-30,ethereum,53.12
2017-03-30,ripple,0.010125
2017-03-31,ethereum,51.75
2017-03-31,ripple,0.013049000000000002
2017-03-31,bitcoin,1026.64
2017-04-01,ripple,0.021743
2017-04-01,bitcoin,1071.71
2017-04-01,ethereum,50.03
2017-04-02,bitcoin,1080.61
2017-04-02,ripple,0.021938
2017-04-02,ethereum,50.74
2017-04-03,ripple,0.060291
2017-04-03,bitcoin,1102.95
2017-04-03,ethereum,48.82
2017-04-04,ethereum,43.92
2017-04-04,bitcoin,1145.52
2017-04-04,ripple,0.033032
2017-04-05,ethereum,44.66
2017-04-05,bitcoin,1134.14
2017-04-05,ripple,0.037386
2017-04-06,ripple,0.035672
2017-04-06,bitcoin,1125.81
2017-04-06,ethereum,45.22
2017-04-07,ethereum,42.87
2017-04-07,bitcoin,1178.94
2017-04-07,ripple,0.03274
2017-04-08,bitcoin,1172.65
2017-04-08,ripple,0.036355
2017-04-08,ethereum,41.8
2017-04-09,bitcoin,1176.57
2017-04-09,ripple,0.035799
2017-04-09,ethereum,44.28
2017-04-10,bitcoin,1187.3
2017-04-10,ripple,0.034123
2017-04-10,ethereum,43.28
2017-04-11,ethereum,43.5
2017-04-11,ripple,0.033677
2017-04-11,bitcoin,1187.46
2017-04-12,bitcoin,1204.81
2017-04-12,ethereum,43.46
2017-04-12,ripple,0.033002
2017-04-13,bitcoin,1201.02
2017-04-13,ethereum,46.31
2017-04-13,ripple,0.034459
2017-04-14,bitcoin,1170.33
2017-04-14,ethereum,49.97
2017-04-14,ripple,0.034262
2017-04-15,ethereum,47.65
2017-04-15,bitcoin,1167.3
2017-04-15,ripple,0.033527999999999995
2017-04-16,bitcoin,1172.61
2017-04-16,ethereum,49.04
2017-04-16,ripple,0.03388
2017-04-17,bitcoin,1183.25
2017-04-17,ethereum,48.66
2017-04-17,ripple,0.0334
2017-04-18,bitcoin,1193.77
2017-04-18,ethereum,48.32
2017-04-18,ripple,0.033638
2017-04-19,ethereum,50.73
2017-04-19,bitcoin,1212.13
2017-04-19,ripple,0.033181
2017-04-20,ripple,0.030259
2017-04-20,bitcoin,1211.08
2017-04-20,ethereum,48.13
2017-04-21,bitcoin,1229.42
2017-04-21,ethereum,49.64
2017-04-21,ripple,0.029727
2017-04-22,bitcoin,1222.71
2017-04-22,ethereum,48.18
2017-04-22,ripple,0.033122000000000006
2017-04-23,ripple,0.031878
2017-04-23,bitcoin,1231.92
2017-04-23,ethereum,48.59
2017-04-24,ripple,0.031236
2017-04-24,ethereum,48.87
2017-04-24,bitcoin,1209.63
2017-04-25,bitcoin,1250.45
2017-04-25,ethereum,50.07
2017-04-25,ripple,0.031409
2017-04-26,ripple,0.032389999999999995
2017-04-26,bitcoin,1265.99
2017-04-26,ethereum,49.91
2017-04-27,ethereum,52.81
2017-04-27,bitcoin,1281.88
2017-04-27,ripple,0.032826999999999995
2017-04-28,bitcoin,1317.74
2017-04-28,ripple,0.034843
2017-04-28,ethereum,62.23
2017-04-29,ethereum,71.39
2017-04-29,bitcoin,1317.84
2017-04-29,ripple,0.044558
2017-04-30,bitcoin,1321.87
2017-04-30,ethereum,68.54
2017-04-30,ripple,0.052807000000000014
2017-05-01,bitcoin,1348.3
2017-05-01,ethereum,79.32
2017-05-01,ripple,0.05158
2017-05-02,bitcoin,1421.03
2017-05-02,ethereum,76.65
2017-05-02,ripple,0.054646000000000014
2017-05-03,ripple,0.053905
2017-05-03,ethereum,77.25
2017-05-03,bitcoin,1453.78
2017-05-04,ripple,0.061062
2017-05-04,bitcoin,1490.72
2017-05-04,ethereum,79.72
2017-05-05,ethereum,96.73
2017-05-05,ripple,0.080229
2017-05-05,bitcoin,1540.87
2017-05-06,ethereum,94.91
2017-05-06,bitcoin,1556.81
2017-05-06,ripple,0.093429
2017-05-07,ethereum,97.87
2017-05-07,bitcoin,1579.47
2017-05-07,ripple,0.101929
2017-05-08,ethereum,93.75
2017-05-08,bitcoin,1596.92
2017-05-08,ripple,0.14162
2017-05-09,bitcoin,1723.89
2017-05-09,ripple,0.199198
2017-05-09,ethereum,91.23
2017-05-10,bitcoin,1756.52
2017-05-10,ripple,0.158471
2017-05-10,ethereum,91.15
2017-05-11,bitcoin,1780.37
2017-05-11,ethereum,89.77
2017-05-11,ripple,0.185035
2017-05-12,bitcoin,1845.76
2017-05-12,ethereum,89.43
2017-05-12,ripple,0.18276
2017-05-13,ethereum,88.69
2017-05-13,ripple,0.206697
2017-05-13,bitcoin,1723.12
2017-05-14,ethereum,90.87
2017-05-14,ripple,0.215179
2017-05-14,bitcoin,1800.86
2017-05-15,bitcoin,1808.44
2017-05-15,ethereum,90.78
2017-05-15,ripple,0.220069
2017-05-16,ripple,0.26982399999999995
2017-05-16,bitcoin,1741.7
2017-05-16,ethereum,92.39
2017-05-17,bitcoin,1726.73
2017-05-17,ethereum,89.25
2017-05-17,ripple,0.355124
2017-05-18,bitcoin,1818.7
2017-05-18,ripple,0.394931
2017-05-18,ethereum,89.84
2017-05-19,bitcoin,1897.37
2017-05-19,ripple,0.363505
2017-05-19,ethereum,97.05
2017-05-20,ethereum,129.22
2017-05-20,bitcoin,1984.24
2017-05-20,ripple,0.328631
2017-05-21,ethereum,127.54
2017-05-21,ripple,0.353164
2017-05-21,bitcoin,2067.03
2017-05-22,ethereum,158.17
2017-05-22,ripple,0.338403
2017-05-22,bitcoin,2043.19
2017-05-23,ethereum,170.82
2017-05-23,bitcoin,2191.56
2017-05-23,ripple,0.313347
2017-05-24,bitcoin,2321.37
2017-05-24,ethereum,182.65
2017-05-24,ripple,0.325054
2017-05-25,bitcoin,2446.24
2017-05-25,ethereum,189.85
2017-05-25,ripple,0.29183400000000004
2017-05-26,ethereum,175.22
2017-05-26,bitcoin,2320.89
2017-05-26,ripple,0.245083
2017-05-27,ripple,0.272697
2017-05-27,ethereum,159.82
2017-05-27,bitcoin,2196.27
2017-05-28,ripple,0.212887
2017-05-28,ethereum,158.82
2017-05-28,bitcoin,2054.08
2017-05-29,ethereum,170.13
2017-05-29,bitcoin,2159.43
2017-05-29,ripple,0.227189
2017-05-30,ethereum,195.61
2017-05-30,bitcoin,2255.36
2017-05-30,ripple,0.232191
2017-05-31,ethereum,231.58
2017-05-31,bitcoin,2187.19
2017-05-31,ripple,0.20536
2017-06-01,ethereum,230.89
2017-06-01,bitcoin,2288.33
2017-06-01,ripple,0.243946
2017-06-02,ethereum,222.29
2017-06-02,bitcoin,2404.03
2017-06-02,ripple,0.333645
2017-06-03,ripple,0.30046
2017-06-03,ethereum,223.46
2017-06-03,bitcoin,2493.72
2017-06-04,ripple,0.29838600000000004
2017-06-04,ethereum,224.12
2017-06-04,bitcoin,2547.79
2017-06-05,bitcoin,2512.4
2017-06-05,ripple,0.299862
2017-06-05,ethereum,245.26
2017-06-06,ripple,0.294028
2017-06-06,ethereum,248.6
2017-06-06,bitcoin,2690.84
2017-06-07,ethereum,264.26
2017-06-07,ripple,0.284677
2017-06-07,bitcoin,2869.38
2017-06-08,ripple,0.280902
2017-06-08,bitcoin,2720.49
2017-06-08,ethereum,257.99
2017-06-09,bitcoin,2807.44
2017-06-09,ethereum,261.75
2017-06-09,ripple,0.289695
2017-06-10,bitcoin,2828.14
2017-06-10,ripple,0.285806
2017-06-10,ethereum,282.01
2017-06-11,ethereum,338.79
2017-06-11,bitcoin,2942.41
2017-06-11,ripple,0.259445
2017-06-12,ethereum,341.16
2017-06-12,bitcoin,2953.22
2017-06-12,ripple,0.273075
2017-06-13,ethereum,395.69
2017-06-13,ripple,0.253823
2017-06-13,bitcoin,2680.91
2017-06-14,ethereum,397.59
2017-06-14,ripple,0.265823
2017-06-14,bitcoin,2716.88
2017-06-15,ripple,0.278196
2017-06-15,bitcoin,2499.58
2017-06-15,ethereum,358.51
2017-06-16,ethereum,361.18
2017-06-16,bitcoin,2469.57
2017-06-16,ripple,0.259473
2017-06-17,ethereum,369.88
2017-06-17,ripple,0.262358
2017-06-17,bitcoin,2514.01
2017-06-18,ripple,0.268085
2017-06-18,ethereum,379.52
2017-06-18,bitcoin,2655.35
2017-06-19,ripple,0.283977
2017-06-19,ethereum,371.86
2017-06-19,bitcoin,2549.03
2017-06-20,ethereum,370.33
2017-06-20,ripple,0.292194
2017-06-20,bitcoin,2591.26
2017-06-21,ethereum,359.54
2017-06-21,ripple,0.324623
2017-06-21,bitcoin,2709.43
2017-06-22,ripple,0.299886
2017-06-22,ethereum,337.73
2017-06-22,bitcoin,2691.03
2017-06-23,ethereum,336.49
2017-06-23,ripple,0.297718
2017-06-23,bitcoin,2707.34
2017-06-24,bitcoin,2738.52
2017-06-24,ethereum,341.63
2017-06-24,ripple,0.319188
2017-06-25,ethereum,323.47
2017-06-25,bitcoin,2607.25
2017-06-25,ripple,0.310816
2017-06-26,bitcoin,2590.57
2017-06-26,ripple,0.29877
2017-06-26,ethereum,302.95
2017-06-27,bitcoin,2478.45
2017-06-27,ripple,0.27728800000000003
2017-06-27,ethereum,272.69
2017-06-28,ripple,0.275391
2017-06-28,bitcoin,2553.03
2017-06-28,ethereum,293.04
2017-06-29,bitcoin,2567.56
2017-06-29,ripple,0.280565
2017-06-29,ethereum,328.37
2017-06-30,bitcoin,2539.24
2017-06-30,ethereum,303.15
2017-06-30,ripple,0.26606
2017-07-01,ethereum,293.35
2017-07-01,ripple,0.262855
2017-07-01,bitcoin,2492.6
2017-07-02,ethereum,275.12
2017-07-02,ripple,0.254512
2017-07-02,bitcoin,2436.4
2017-07-03,ethereum,288.41
2017-07-03,bitcoin,2498.56
2017-07-03,ripple,0.258977
2017-07-04,ethereum,282.19
2017-07-04,bitcoin,2561.0
2017-07-04,ripple,0.259841
2017-07-05,ethereum,273.1
2017-07-05,bitcoin,2602.87
2017-07-05,ripple,0.255125
2017-07-06,ethereum,268.86
2017-07-06,bitcoin,2608.1
2017-07-06,ripple,0.256374
2017-07-07,bitcoin,2608.59
2017-07-07,ripple,0.254858
2017-07-07,ethereum,270.35
2017-07-08,ethereum,245.89
2017-07-08,bitcoin,2520.27
2017-07-08,ripple,0.239741
2017-07-09,ripple,0.236884
2017-07-09,ethereum,251.82
2017-07-09,bitcoin,2572.61
2017-07-10,ripple,0.234067
2017-07-10,ethereum,243.01
2017-07-10,bitcoin,2525.25
2017-07-11,ethereum,211.53
